day,daily_open,daily_close,daily_high,daily_low,daily_volume,daily_vwap,daily_return,log_return
2009-02-04,78.0,77.6,78.89,77.05,29009258.0,77.98060318471319,-0.00487304437035152,-0.004884956365278351
2009-02-05,77.6,79.56,79.92,76.43,36709751.0,78.94352565665092,0.02525773195876302,0.024944026796598514
2009-02-06,79.72,80.39,80.49,78.7,34938119.0,79.84727780824721,0.010432378079436866,0.010378336354097975
2009-02-07,80.34,80.34,80.34,80.34,500.0,80.34,-0.0006219679064559669,-0.0006221614087332617
2009-02-09,80.37,79.35,80.5,78.7,26355837.0,79.46200787405968,-0.012322628827483362,-0.012399181958718227
2009-02-10,79.27,76.25,79.65,75.69,40725004.0,77.20342503982484,-0.03906742281033393,-0.03985103148489704
2009-02-11,76.38,74.79,76.8,73.61,47097935.0,74.92007356328325,-0.019147540983606492,-0.019333229283944733
2009-02-12,74.73,75.25,75.28,72.7,40961004.0,73.86171733158771,0.006150554887016879,0.006131717425408803
2009-02-13,75.18,74.48,77.45,74.2,26755670.0,75.03291173068861,-0.01023255813953483,-0.010285270660173425
2009-02-14,74.43,74.56,74.56,74.42,3370.0,74.43757665677548,0.0010741138560688146,0.0010735374085241852
2009-02-17,73.35,71.4,73.56,71.16,39917318.0,71.7977283200523,-0.04238197424892698,-0.04330630103179698
2009-02-18,71.3,71.75,72.58,71.1,31936528.0,71.99012537494161,0.004901960784313708,0.00488998529419177
2009-02-19,71.65,72.07,72.96,70.57,29783625.0,72.37086744449117,0.004459930313588822,0.004450014296619155
2009-02-20,72.07,71.35,72.22,70.21,40752198.0,71.30874734646542,-0.009990287220757565,-0.010040525013504218
2009-02-21,71.37,71.39,71.39,71.32,1760.0,71.36602272727272,0.0005606166783462818,0.0005604595915238482
2009-02-23,72.05,69.45,72.8,69.06,35875797.0,70.86975906506923,-0.027174674324135006,-0.027550734314016372
2009-02-24,69.47,72.15,72.5,69.465,46246063.0,71.14838837031454,0.0388768898488121,0.038140216019527114
2009-02-25,72.15,72.15,73.49,70.5,50356114.0,72.2349555824125,0.0,0.0
2009-02-26,72.22,70.91,73.48,70.52,35921466.0,72.20493926915455,-0.017186417186417335,-0.01733581790397471
2009-02-27,71.0,68.0,71.05,67.78,53307263.0,69.20946239315332,-0.04103793541108447,-0.041903762139798614
2009-02-28,68.09,68.02,68.1,68.02,2500.0,68.0876,0.0002941176470587781,0.00029407440294265306
2009-03-02,66.81,65.19,67.6,64.84,51960350.0,66.05427622886938,-0.04160541017347841,-0.04249569664260146
2009-03-03,65.19,64.18,66.12,63.65,45928087.0,64.95247011578267,-0.015493173799662419,-0.015614447254737042
2009-03-04,64.17,65.86,66.54,64.0,48422413.0,65.90396368859051,0.02617637893424729,0.025839641266507278
2009-03-05,65.81,62.41,65.81,62.13,45308142.0,63.16544687196104,-0.05238384451867606,-0.05380575800226669
2009-03-06,62.36,64.36,64.59,61.86,44911455.0,63.148830269147744,0.03124499278961701,0.030766803178230804
2009-03-07,64.4,64.4,64.4,64.4,1000.0,64.4,0.0006215040397763438,0.0006213109861255558
2009-03-09,63.05,64.58,65.98,62.8,41017935.0,64.79275182722063,0.002795031055900399,0.0027911322198210043
2009-03-10,64.71,67.53,67.55,64.71,46332817.0,66.74186805372601,0.045679777020749546,0.04466717825662149
2009-03-11,67.47,65.5,67.96,65.35,36161522.0,66.72629151930423,-0.030060713756848823,-0.030521800945544346
2009-03-12,65.73,67.11,67.49,65.7,38594869.0,66.72400317138357,0.02458015267175573,0.0242829215289417
2009-03-13,67.78,67.4,67.78,66.3704,32864160.0,67.10075785677367,0.004321263597079517,0.004311953748113513
2009-03-16,67.43,67.1,68.23,66.57,31338527.0,67.48308000944758,-0.004451038575667865,-0.004460973940625451
2009-03-17,67.1,69.02,69.47,66.36,29419677.0,68.04644683384072,0.028614008941877822,0.028212273692221273
2009-03-18,69.22,69.3,70.0,66.86,39387838.0,68.41686516108179,0.0040567951318457585,0.004048588526000111
2009-03-19,69.9,68.47,70.68,67.94,36514949.0,69.12507138812838,-0.011976911976911975,-0.012049213062886003
2009-03-20,68.6,66.1,69.44,65.67,54023893.0,67.70634902218234,-0.034613699430407596,-0.035226946275331066
2009-03-23,66.93,70.4,70.82,66.8,46717267.0,69.14654425204854,0.06505295007564316,0.06302451630635629
2009-03-24,69.48,69.5,70.69,69.15,29331557.0,69.85981962888411,-0.01278409090909094,-0.012866510593250299
2009-03-25,69.58,70.34,71.17,68.76,34297951.0,69.98092520979266,0.01208633093525191,0.012013874475090058
2009-03-26,70.42,71.04,71.49,69.82,34375706.0,70.80784288315805,0.009951663349445639,0.009902471638078315
2009-03-27,70.97,70.17,70.97,69.29,27136279.0,70.04370652177847,-0.012246621621621712,-0.012322229419717366
2009-03-30,69.1,68.81,69.1,67.58,29788180.0,68.21451476632902,-0.019381502066410095,-0.019571786049808807
2009-03-31,69.15,67.68,69.49,67.6,36524011.0,68.63281313826037,-0.01642203168144163,-0.016558367916420628
2009-04-01,68.1,69.25,69.48,66.5,35401981.0,68.42365832149243,0.02319739952718658,0.022932429769479866
2009-04-02,69.8,70.02,71.15,69.67,35005087.0,70.41667128888344,0.011119133574007067,0.011057770459071584
2009-04-03,69.9,70.4,70.79,69.4,25138388.0,70.10826989507177,0.005427020851185516,0.005412347637477239
2009-04-06,70.44,70.1,70.44,69.01,26149455.0,69.6539816163753,-0.0042613636363637575,-0.004270469123452431
2009-04-07,69.2,68.71,69.4,68.03,26890241.0,68.53309082114585,-0.01982881597717545,-0.020028044997559797
2009-04-08,68.5,68.96,69.59,67.89,25486781.0,68.76154800970355,0.003638480570513858,0.003631877312453166
2009-04-09,69.1,69.37,70.41,69.1,25070067.0,69.83386086259628,0.005945475638051256,0.005927871041772481
2009-04-13,69.3,68.1,69.84,67.76,27344171.0,68.34783425753518,-0.018307625774830805,-0.018477284241743434
2009-04-14,67.72,67.41,67.925,66.35,31603709.0,67.3323475613047,-0.01013215859030836,-0.01018383829011918
2009-04-15,67.85,68.35,68.5,67.23,23216278.0,67.80469510686424,0.013944518617415858,0.013848188304611117
2009-04-16,68.53,67.41,68.72,66.82,25153210.0,67.38441704122853,-0.013752743233357734,-0.01384818830461109
2009-04-17,67.51,66.71,68.06,66.58,29485652.0,67.32630452420723,-0.010384215991692702,-0.01043850814392352
2009-04-20,66.45,65.3,66.45,65.18,29104065.0,65.61662487826929,-0.021136261430070413,-0.02136283043903863
2009-04-21,65.5,66.32,66.56,64.87,30954771.0,65.67592300853181,0.015620214395099419,0.015499474544654038
2009-04-22,66.02,64.76,66.02,64.56,29825857.0,65.22688119496001,-0.023522316043425584,-0.02380338201760492
2009-04-23,64.99,65.9,65.9,64.5,28190573.0,65.18818281378555,0.017603458925262494,0.01745031269902714
2009-04-24,66.39,66.7,67.0,65.91,30150668.0,66.60338159949889,0.012139605462822445,0.012066511413116486
2009-04-27,66.2,66.13,66.65,65.05,23968997.0,66.02071466008917,-0.008545727136431869,-0.008582451235007114
2009-04-28,65.95,67.0,67.73,65.3,26736972.0,66.80501899221922,0.013155905035536097,0.013070117704395087
2009-04-29,67.5,68.7,68.99,67.11,24538890.0,68.11288436426288,0.025373134328358304,0.025056579837337688
2009-04-30,69.65,66.73,69.9,66.22,30481608.0,67.00407030672616,-0.02867540029112081,-0.02909457231278847
2009-05-01,67.0,67.87,68.09,66.08,24760507.0,67.26241483400024,0.017083770418102828,0.016939483800151835
2009-05-04,68.19,68.2,68.91,67.67,25152697.0,68.22956069175272,0.004862236628849326,0.00485045413374948
2009-05-05,68.16,67.68,68.32,67.16,18956413.0,67.5666522422236,-0.007624633431084993,-0.007653849551448525
2009-05-06,68.19,68.61,68.74,67.44,28774674.0,68.09520539932674,0.013741134751772854,0.013647581404831431
2009-05-07,68.96,68.9,69.38,67.62,30354561.0,68.43486022556655,0.004226789097799166,0.004217881316813435
2009-05-08,69.54,70.85,71.23,59.7478,33452440.0,70.54152340021933,0.028301886792452713,0.027908788117076443
2009-05-11,70.45,69.2,70.45,68.84,22197808.0,69.27246075978613,-0.023288637967536885,-0.02356410351306539
2009-05-12,69.31,70.83,71.2,69.31,27112425.0,70.42383666493868,0.02355491329479764,0.023281777141907316
2009-05-13,70.4,69.55,70.57,69.43,24673150.0,69.8715316170385,-0.018071438655936745,-0.01823672139607932
2009-05-14,69.5,69.76,70.08,65.6,19184194.0,69.66919766043337,0.0030194104960461488,0.003014861231272411
2009-05-15,69.55,69.11,69.75,68.59,22112530.0,69.14428167323383,-0.009317660550458795,-0.009361341497421304
2009-05-18,69.43,70.5,70.76,69.4,22205838.0,70.38257417912953,0.02011286355086095,0.019913271714920005
2009-05-19,71.55,70.56,71.74,70.07,19562916.0,70.78078762397863,0.0008510638297871687,0.0008507018803128285
2009-05-20,71.19,69.58,71.39,69.35,26675476.0,70.3343155344382,-0.01388888888888895,-0.013986241974739952
2009-05-21,69.25,68.5,69.28,67.99,21995409.0,68.4647001127811,-0.01552170163840183,-0.015643424455616357
2009-05-22,69.34,68.84,69.68,68.5,18103566.0,69.18966644224312,0.004963503649635159,0.004951226075159186
2009-05-26,68.39,69.78,69.95,67.91,28031807.0,69.36292289872952,0.013654851830331216,0.013562464415289402
2009-05-27,69.87,68.24,70.62,68.17,21719055.0,69.09662249899914,-0.022069360848380737,-0.022316532575204495
2009-05-28,68.5,69.29,69.8,68.13,26411248.0,69.0611913455661,0.01538686987104354,0.015269692455866391
2009-05-29,69.61,69.44,70.25,68.95,24573994.0,69.53955306739446,0.002164814547553684,0.002162474712804747
2009-06-01,69.55,71.8,72.04,69.35,29429993.0,71.42338606485568,0.033986175115207296,0.03342140570208369
2009-06-02,72.17,72.76,73.21,71.14,26261572.0,72.63694489722602,0.013370473537604566,0.013281877595743114
2009-06-03,72.22,72.05,72.6,71.33,25206777.0,71.83751231823489,-0.009758108851017133,-0.0098060312043905
2009-06-04,72.38,72.99,73.11,72.07,23492700.0,72.7184835844326,0.013046495489243526,0.012962123018009787
2009-06-05,73.05,72.9,73.84,72.03,25428198.0,72.89939568762206,-0.0012330456226878894,-0.0012338064489283214
2009-06-08,72.88,73.2,73.69,71.82,21135048.0,72.74719159216325,0.00411522633744843,0.004106781952653281
2009-06-09,72.63,73.1,73.82,72.37,20945236.0,73.24432322796616,-0.001366120218579403,-0.0013670542115332236
2009-06-10,74.17,73.84,74.17,72.84,25072754.0,73.5732413970134,0.010123119015047921,0.010072223438863938
2009-06-11,73.89,74.0,74.83,73.67,27574942.0,74.33823501754843,0.0021668472372697867,0.00216450300957305
2009-06-12,73.94,73.8,74.16,73.1,20693923.0,73.64171885624425,-0.002702702702702786,-0.0027063615977430252
2009-06-15,73.09,72.75,73.2,72.25,24602918.0,72.60048766330075,-0.014227642276422703,-0.014329825554824855
2009-06-16,73.3,71.63,73.43,71.58,21633400.0,72.3483819703514,-0.015395189003436505,-0.01551492542524212
2009-06-17,71.21,71.51,71.8,70.84,26881020.0,71.29853207473899,-0.0016752757224625103,-0.0016766805660551277
2009-06-18,71.46,71.5,72.09,70.82,19429396.0,71.57618076178659,-0.00013984058173688307,-0.00013985036034267457
2009-06-19,71.88,71.15,72.28,70.42,35432729.0,71.33388992730704,-0.004895104895104807,-0.004907125164100507
2009-06-22,70.42,68.84,70.7,68.69,24236206.0,69.37083961041591,-0.03246661981728749,-0.03300535319252278
2009-06-23,69.08,68.92,69.64,68.51,22765786.0,69.07124755525535,0.0011621150493899002,0.0011614403163902136
2009-06-24,69.0,68.51,69.62,68.18,18335766.0,68.85128536653264,-0.005948926291352241,-0.005966691644921127
2009-06-25,68.45,69.9,70.03,67.91,28071802.0,69.40386631743483,0.02028900890380969,0.020085929224956906
2009-06-26,69.8,69.05,70.09,68.86,17825345.0,69.21785230061467,-0.012160228898426495,-0.012234769384463622
2009-06-29,69.38,70.58,70.78,69.13,23171937.0,70.31394217917129,0.02215785662563352,0.021915938391822806
2009-06-30,70.71,70.0,70.97,69.11,24426865.0,69.81768477629036,-0.00821762538962878,-0.00825157619776501
2009-07-01,70.25,70.56,71.51,70.25,21022905.0,70.80142971910082,0.008000000000000007,0.007968169649176881
2009-07-02,70.29,68.49,70.4,68.0,21212860.0,68.92049543920842,-0.029336734693877653,-0.029775662488722116
2009-07-06,67.4,68.12,68.24,66.36,28502155.0,67.46683802418448,-0.005402248503430962,-0.005416893415326123
2009-07-07,68.48,66.3,68.48,66.03,22921981.0,66.91190624698915,-0.026717557251908497,-0.02708095860267081
2009-07-08,66.56,66.58,67.13,65.5,28402230.0,66.17839113870518,0.004223227752639502,0.004214334955062046
2009-07-09,66.75,65.76,67.0,65.66,21854503.0,66.22980847601826,-0.012316010814058198,-0.01239248139895433
2009-07-10,65.52,65.13,65.55,64.75,24955313.0,65.07526236012615,-0.009580291970803012,-0.009626478189614403
2009-07-13,65.12,65.65,65.73,64.46,29090075.0,65.14826399252323,0.007984031936127955,0.007952328190495236
2009-07-14,66.0,66.52,66.52,65.46,21871509.0,65.98842461620123,0.013252094440213025,0.013165053575921508
2009-07-15,66.94,68.32,68.51,66.86,27768716.0,67.68343691161306,0.027059530968129852,0.026699895155587464
2009-07-16,68.17,68.4,68.8,67.48,22427107.0,68.14299964500103,0.0011709601873537423,0.0011702751481904663
2009-07-17,68.46,68.54,69.0,67.8,24518264.0,68.34246739916688,0.0020467836257309635,0.0020446918179579648
2009-07-20,69.41,68.97,69.41,68.13,19596989.0,68.75400560827482,0.006273708783192111,0.006254110996736915
2009-07-21,69.6,70.29,70.51,69.1,24108455.0,69.95973719044902,0.019138755980861344,0.018957913744614207
2009-07-22,70.6,69.9,70.72,69.52,22403689.0,70.22958723172628,-0.005548442168160528,-0.005563891948049457
2009-07-23,70.09,71.24,71.74,69.73,25014222.0,71.22297634723958,0.01917024320457772,0.018988809181696084
2009-07-24,71.63,72.29,72.38,71.25,17241759.0,71.92059674275693,0.014738910724312326,0.014631348590745007
2009-07-27,72.79,72.75,73.06,71.75,15821351.0,72.34491707420561,0.006363259095310436,0.006343099039396007
2009-07-28,72.2,71.78,72.5,71.11,20412926.0,71.7168257311503,-0.013333333333333308,-0.013423020332140661
2009-07-29,71.4,71.25,71.58,70.3,22832164.0,70.97935783801454,-0.007383672332126001,-0.007411066570701362
2009-07-30,72.43,70.8008,72.43,69.52,35694360.0,70.73457087702745,-0.006304561403508879,-0.006324519077895825
2009-07-31,70.5,70.29,71.11,69.43,23780752.0,70.10464868354877,-0.007214607744545076,-0.007240758883050025
2009-08-03,71.0,70.86,71.4,70.3,22807456.0,70.83689783520208,0.008109261630388387,0.008076558249511954
2009-08-04,70.66,70.86,70.88,70.0,17528336.0,70.30977989029877,0.0,0.0
2009-08-05,70.6,70.04,70.95,69.61,18669759.0,70.04101884049494,-0.011572114027660119,-0.01163959201967478
2009-08-06,69.7,69.73,70.28,69.41,15986662.0,69.6882480256479,-0.004426042261564844,-0.004435866184731762
2009-08-07,69.7,69.47,70.3899,69.35,17069257.0,69.84495306296773,-0.003728667718342238,-0.003735636528129882
2009-08-10,69.39,69.11,69.71,69.03,15404777.0,69.31297867179988,-0.005182092989779785,-0.005195566601486602
2009-08-11,69.1,68.14,69.1,67.95,15943190.0,68.35998270498982,-0.01403559542757915,-0.014135025870482387
2009-08-12,68.13,69.12,69.55,68.0,18305964.0,69.08449435874377,0.014382154388024704,0.014279712262979723
2009-08-13,69.65,68.81,70.25,68.17,19099108.0,68.61500828944123,-0.00448495370370372,-0.004495041281411709
2009-08-14,69.05,68.21,69.05,67.65,16335376.0,67.9556913326411,-0.008719662839703601,-0.008757901547760594
2009-08-17,67.57,66.59,68.21,66.49,21598857.0,66.73301326958799,-0.02375018325758671,-0.024036765544096807
2009-08-18,67.0,66.7,67.25,66.26,20190795.0,66.49483794575532,0.0016518996846373035,0.001650536799047006
2009-08-19,66.2,68.28,68.48,65.92,27302029.0,67.58302542641673,0.02368815592203899,0.023411945004661837
2009-08-20,68.21,68.59,68.78,67.87,16026962.0,68.40801366679474,0.0045401288810780205,0.0045298535849902545
2009-08-21,68.8,69.73,70.0,68.79,22894902.0,69.7055269341824,0.016620498614958512,0.016483889721689415
2009-08-24,69.87,71.29,71.65,69.77,24797406.0,71.11138644312231,0.022372006310052983,0.022125423896617653
2009-08-25,71.34,70.45,71.89,70.42,20009346.0,71.15445189025502,-0.011782858745967184,-0.01185282678484788
2009-08-26,70.09,71.27,71.47,69.9,18105460.0,70.96956267115739,0.011639460610361807,0.011572243169089978
2009-08-27,70.8,70.86,71.5,69.99,19528743.0,70.57174156362923,-0.00575277115195727,-0.005769382076453338
2009-08-28,71.0,70.1,71.3,69.95,15246075.0,70.29927246357067,-0.010725373976855801,-0.01078330539678156
2009-08-31,69.77,69.25,69.98,68.95,18788979.0,69.35433765572182,-0.012125534950071293,-0.012199648973096491
2009-09-01,69.25,68.33,69.5,68.11,22101336.0,68.65296690187115,-0.013285198555956668,-0.01337423627476095
2009-09-02,69.05,68.31,69.05,68.09,14938121.0,68.50519963520847,-0.0002926972047416765,-0.00029274004892896146
2009-09-03,68.75,68.26,68.75,67.83,13736361.0,68.15147974973624,-0.000731957253696347,-0.0007322252651969214
2009-09-04,68.26,69.18,69.3,68.05,14120012.0,68.87000503782386,0.013477878699091672,0.01338786003046164
2009-09-08,69.63,70.65,70.97,69.46,19544878.0,70.58374467251727,0.02124891587163913,0.021026305621513718
2009-09-09,70.8,70.47,71.13,70.09,18682306.0,70.61704858513005,-0.002547770700637053,-0.0025510217916054415
2009-09-10,70.5,70.6,71.04,70.4,15760928.0,70.69639168715192,0.0018447566340284993,0.0018430571602651117
2009-09-11,70.69,69.96,71.08,69.75,16666278.0,70.22323007446334,-0.009065155807365444,-0.009106494348795078
2009-09-14,69.49,69.97,70.29,69.0,16460105.0,69.90360692826484,0.00014293882218407994,0.00014292860740401707
2009-09-15,70.0,69.45,70.48,69.39,17912484.0,69.70596830593867,-0.007431756467057293,-0.007459509557452573
2009-09-16,69.88,70.11,70.38,69.18,19965140.0,69.91974487931799,0.00950323974082079,0.009458368018523561
2009-09-17,70.35,69.9,70.5,69.8,19056532.0,70.00846888825312,-0.002995293110825803,-0.0029997879791116636
2009-09-18,69.9,69.94,70.48,69.68,29092075.0,70.03170310884894,0.0005722460658081907,0.0005720823954651041
2009-09-21,69.6,69.55,69.7,69.0,17019709.0,69.30773569415317,-0.005576208178438624,-0.00559181326577783
2009-09-22,70.03,69.88,70.26,69.7,12603409.0,69.92126203343344,0.004744787922357885,0.00473356689640377
2009-09-23,70.15,68.99,70.34,68.85,20016364.0,69.54063805918331,-0.01273611906124783,-0.01281791870783847
2009-09-24,69.19,68.93,69.36,68.35,19268394.0,68.8152783700413,-0.0008696912596026785,-0.0008700696604567112
2009-09-25,69.0,68.64,69.54,68.41,14970581.0,68.85363393067823,-0.004207166690845865,-0.004216041717853688
2009-09-28,68.7,69.53,69.85,68.6,12319781.0,69.57989698230567,0.012966200466200561,0.012882858931219711
2009-09-29,69.56,69.16,69.71,68.95,12887282.0,69.23298819668362,-0.005321443981015417,-0.005335653295836734
2009-09-30,69.19,68.65,69.74,68.04,23153454.0,68.66751425619837,-0.007374204742625623,-0.0074015286011095225
2009-10-01,68.42,67.23,68.83,67.09,22091181.0,67.68559997145015,-0.020684632192279673,-0.02090155573303473
2009-10-02,67.27,66.61,67.27,66.5,19241947.0,66.73177602127441,-0.009222073479101645,-0.009264860055857312
2009-10-05,66.92,67.49,67.78,66.11,19736656.0,67.15467530161982,0.013211229545113223,0.013124722330226941
2009-10-06,67.97,68.61,69.1,67.78,20092377.0,68.59685337706435,0.016595051118684312,0.0164588579474844
2009-10-07,68.66,68.84,68.93,67.96,14370792.0,68.52486010717897,0.0033522810085993004,0.0033466746405391773
2009-10-08,69.0,68.93,69.3,68.7,17381329.0,69.02554943591674,0.0013073794305635822,0.0013065255542217364
2009-10-09,69.04,69.31,69.43,68.63,12351142.0,68.96629509251586,0.00551283911214262,0.005497699032332744
2009-10-12,69.6,70.23,70.5,69.44,15689111.0,70.11885216688611,0.013273697879093938,0.013186374241035775
2009-10-13,70.23,70.35,70.5,69.52,17899260.0,70.0145606322347,0.0017086715079024373,0.0017072133894688055
2009-10-14,71.04,71.84,71.92,70.74,23344124.0,71.32320099789851,0.021179815209666053,0.020958640433546196
2009-10-15,71.69,73.06,73.06,71.41,21555557.0,72.42015708705803,0.01698218262806228,0.0168395973731922
2009-10-16,73.08,73.04,73.35,72.31,21410144.0,72.80409205054389,-0.00027374760470844084,-0.0002737850804233968
2009-10-19,73.12,73.79,73.97,73.0,19654677.0,73.63365193338123,0.010268346111719673,0.010215984783562315
2009-10-20,73.71,72.8,73.86,72.36,18603101.0,72.90446283602753,-0.01341645209377973,-0.013507265867635076
2009-10-21,72.7,73.37,74.3,72.25,22380478.0,73.64525670203142,0.007829670329670524,0.007799177523262801
2009-10-22,73.29,74.58,74.65,72.92,23260087.0,73.98561677297396,0.01649175412293835,0.016357242024771675
2009-10-23,74.44,73.52,74.75,72.97,19725891.0,73.52752174721537,-0.014212925717350555,-0.014314896703243195
2009-10-26,73.69,73.14,74.92,73.13,25017871.0,74.00362219774017,-0.005168661588683343,-0.005182065326196444
2009-10-27,73.75,74.95,75.0,73.3,28618175.0,74.66338421856274,0.024747060432048107,0.024445811827371534
2009-10-28,74.5,73.95,74.96,73.84,25106450.0,74.51796784982744,-0.013342228152101399,-0.013432035391797903
2009-10-29,73.88,73.93,74.0,72.05,28176938.0,72.95692180283511,-0.000270453008789695,-0.00027048958780009436
2009-10-30,73.76,71.66,73.82,71.05,28630003.0,72.05587741482016,-0.03070472068172614,-0.031185987692201118
2009-11-02,72.0,71.75,72.85,71.16,19251226.0,72.03676186778269,0.0012559307842590073,0.0012551427629227433
2009-11-03,71.98,71.61,72.3,71.16,19302077.0,71.78394960063623,-0.0019512195121951237,-0.0019531256208820736
2009-11-04,71.31,71.3,72.53,71.04,21574838.0,71.75847663207328,-0.0043290043290044045,-0.004338401598598242
2009-11-05,71.38,72.5195,72.75,69.72,15074334.0,72.37494378817885,0.01710378681626934,0.016959163792880108
2009-11-06,72.5,72.66,72.69,71.5,17124457.0,72.27636638417401,0.001937409938016721,0.0019355355799256283
2009-11-07,72.54,72.54,72.54,72.54,100.0,72.54,-0.0016515276630881814,-0.001652892938299403
2009-11-09,73.1,72.95,73.2,72.45,15557397.0,72.83188042018212,0.0056520540391507,0.005636141114038234
2009-11-10,72.85,72.69,73.23,72.4,14871418.0,72.78024503939929,-0.003564084989719052,-0.0035704514722506636
2009-11-11,73.2,72.89,73.43,72.53,13844174.0,72.90661151468962,0.0027514100976751,0.002747631897577569
2009-11-12,72.91,71.83,73.05,71.71,15423826.0,72.22872461580975,-0.014542461242968874,-0.014649239307411362
2009-11-13,71.9,72.5,73.16,71.7,13460921.0,72.51176135167125,0.009327579005986353,0.00928434577391885
2009-11-16,73.7,74.6,74.8,73.14,20387598.0,74.28626347055204,0.02896551724137919,0.02855394534908596
2009-11-17,74.56,75.03,75.32,74.49,22025759.0,74.90584311364707,0.005764075067024255,0.005747526347922334
2009-11-18,75.03,75.16,75.52,74.71,15845473.0,75.04807423757562,0.0017326402772224192,0.0017311409876271649
2009-11-19,75.16,74.67,75.16,74.05,16005311.0,74.46245482636982,-0.006519425226184095,-0.006540769497654192
2009-11-20,74.67,74.34,74.81,73.8,18201836.0,74.3787724448878,-0.004419445560466029,-0.004429240178504225
2009-11-23,75.01,75.71,75.9643,74.38,18118614.0,75.71505000008278,0.018428840462738627,0.01826108724610904
2009-11-24,75.6,75.95,75.99,74.8,15704624.0,75.62169792577225,0.0031699907541937744,0.003164976926566743
2009-11-25,75.9,76.44,76.54,75.66,12081790.0,76.22977076272362,0.006451612903225712,0.006430890330290331
2009-11-26,76.4,76.4,76.4,76.4,100.0,76.4,-0.0005232862375718073,-0.0005234231995973361
2009-11-27,74.7,74.88,75.38,74.35,11787762.0,74.96157182660288,-0.01989528795811535,-0.02009586400313837
2009-11-30,74.75,75.07,75.35,74.35,15591103.0,74.91052972285325,0.002537393162393098,0.002534179415574325
2009-12-01,75.07,75.85,76.65,75.07,16384890.0,75.89044772502389,0.010390302384441163,0.010336694209630234
2009-12-02,75.87,75.79,76.3,75.35,13996333.0,75.75807223771874,-0.0007910349373762005,-0.0007913479706033081
2009-12-03,75.65,74.99,76.4,74.85,17001557.0,75.37884697515253,-0.010555482253595594,-0.010611586510639865
2009-12-04,75.0,74.25,75.97,73.91,22442038.0,74.78921836113548,-0.009867982397652963,-0.009916993630488959
2009-12-05,74.35,74.35,74.35,74.35,465.0,74.35,0.0013468013468012074,0.0013458952233549413
